species_guid,icode,author_display,title
4bd52935-04ac-41ab-a820-c1e6b32b24c7,10431,"周益军, 2000",
4bd52935-04ac-41ab-a820-c1e6b32b24c7,10437,"李桂芬等, 2007",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10325,"孔宝华等, 2001",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10329,"吴红芝等, 2002",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,1695,"季良, 1995",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10325,"孔宝华等, 2001",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10329,"吴红芝等, 2002",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,1695,"季良, 1995",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10325,"孔宝华等, 2001",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10329,"吴红芝等, 2002",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,1695,"季良, 1995",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10325,"孔宝华等, 2001",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10329,"吴红芝等, 2002",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,1695,"季良, 1995",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10325,"孔宝华等, 2001",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10329,"吴红芝等, 2002",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,1695,"季良, 1995",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10325,"孔宝华等, 2001",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10329,"吴红芝等, 2002",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,1695,"季良, 1995",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10325,"孔宝华等, 2001",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,10329,"吴红芝等, 2002",
0973c7fc-0f7d-4dda-857b-d09eeb6af283,1695,"季良, 1995",
9826c067-4c7f-486e-a20f-518d8b251d56,1654,CMI/AAB,
6522a546-5a5a-431a-90c8-9d9219e69c2e,1719,"植物病毒鉴定编写组, 1980",
d968d1b0-6671-4d5b-9a9c-41fd87cd927d,1674,"牛宏舜等, 1992",
822b8b25-ef35-454a-a4c8-7e2d8023b941,1654,CMI/AAB,
397cc364-6555-49ad-a3d0-c70f1d8c2292,1674,"牛宏舜等, 1992",
397cc364-6555-49ad-a3d0-c70f1d8c2292,1674,"牛宏舜等, 1992",
397cc364-6555-49ad-a3d0-c70f1d8c2292,1674,"牛宏舜等, 1992",
397cc364-6555-49ad-a3d0-c70f1d8c2292,7000,"CAB, 2006",
397cc364-6555-49ad-a3d0-c70f1d8c2292,1674,"牛宏舜等, 1992",
397cc364-6555-49ad-a3d0-c70f1d8c2292,1674,"牛宏舜等, 1992",
5b1567b4-283a-4237-84d5-04a10b7866df,16573633,CABI,
7f6b9582-91f6-43c1-9103-77e20a9d9ae4,17124614,The EU Commission,
75109c2c-9824-45bf-b813-7d0403096c3a,7000,"CAB, 2006",
8df93746-92e9-43da-a0ed-c609679f843f,7000,"CAB, 2006",
8df93746-92e9-43da-a0ed-c609679f843f,7000,"CAB, 2006",
8df93746-92e9-43da-a0ed-c609679f843f,7000,"CAB, 2006",
8df93746-92e9-43da-a0ed-c609679f843f,7000,"CAB, 2006",
8df93746-92e9-43da-a0ed-c609679f843f,7000,"CAB, 2006",
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,448,"CABI and EPPO, 1992",
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,7000,"CAB, 2006",
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,448,"CABI and EPPO, 1992",
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,7000,"CAB, 2006",
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,7000,"CAB, 2006",
b40bb8f3-17e4-46b2-8b5d-8ad67e0907be,7000,"CAB, 2006",
b40bb8f3-17e4-46b2-8b5d-8ad67e0907be,7000,"CAB, 2006",
441c50fd-4115-43a4-a514-837405590d7c,7000,"CAB, 2006",
00972737-6b4a-4830-a279-2a060b7663f8,16573633,CABI,
00972737-6b4a-4830-a279-2a060b7663f8,16573633,CABI,
00972737-6b4a-4830-a279-2a060b7663f8,16573633,CABI,
00972737-6b4a-4830-a279-2a060b7663f8,16573633,CABI,
00972737-6b4a-4830-a279-2a060b7663f8,16573633,CABI,
05d80576-bc1b-49e6-b170-611d32ae5bc1,7000,"CAB, 2006",
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,3202,"中国农科院植保所, 1995",
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,4115,"吕佩珂等, 1992",
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,7000,"CAB, 2006",
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,3202,"中国农科院植保所, 1995",
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,7000,"CAB, 2006",
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,3202,"中国农科院植保所, 1995",
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,7000,"CAB, 2006",
cd8c6679-2a10-4a69-bd93-145c0de5c6a7,1726,"赵养昌, 1966",
cd8c6679-2a10-4a69-bd93-145c0de5c6a7,7000,"CAB, 2006",
7c52e792-8b77-474e-baf7-7f2964c099ae,1701,"萧刚柔, 1992",
7c52e792-8b77-474e-baf7-7f2964c099ae,1701,"萧刚柔, 1992",
821633ac-ed44-4311-b839-22055c86d468,1447,C.I.H.,
d30653e5-59d8-413c-832c-52ed6cce1b20,10431,"周益军, 2000",
d30653e5-59d8-413c-832c-52ed6cce1b20,10641,"邢春虹等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,7000,"CAB, 2006",
d30653e5-59d8-413c-832c-52ed6cce1b20,10431,"周益军, 2000",
d30653e5-59d8-413c-832c-52ed6cce1b20,10641,"邢春虹等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,7000,"CAB, 2006",
d30653e5-59d8-413c-832c-52ed6cce1b20,10431,"周益军, 2000",
d30653e5-59d8-413c-832c-52ed6cce1b20,10570,"李宏等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,10641,"邢春虹等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,10643,"陈集双等, 1994",
d30653e5-59d8-413c-832c-52ed6cce1b20,7000,"CAB, 2006",
d30653e5-59d8-413c-832c-52ed6cce1b20,10431,"周益军, 2000",
d30653e5-59d8-413c-832c-52ed6cce1b20,10641,"邢春虹等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,7000,"CAB, 2006",
d30653e5-59d8-413c-832c-52ed6cce1b20,10431,"周益军, 2000",
d30653e5-59d8-413c-832c-52ed6cce1b20,10641,"邢春虹等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,7000,"CAB, 2006",
d30653e5-59d8-413c-832c-52ed6cce1b20,10431,"周益军, 2000",
d30653e5-59d8-413c-832c-52ed6cce1b20,10641,"邢春虹等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,7000,"CAB, 2006",
d30653e5-59d8-413c-832c-52ed6cce1b20,10431,"周益军, 2000",
d30653e5-59d8-413c-832c-52ed6cce1b20,10641,"邢春虹等, 2004",
d30653e5-59d8-413c-832c-52ed6cce1b20,7000,"CAB, 2006",
4870cc91-fb89-461a-bce8-f24703b17045,10326,"杨根华等, 2001",
4870cc91-fb89-461a-bce8-f24703b17045,1713,"浙江农科院植保所病毒病室, 1985",
4870cc91-fb89-461a-bce8-f24703b17045,10326,"杨根华等, 2001",
4870cc91-fb89-461a-bce8-f24703b17045,1713,"浙江农科院植保所病毒病室, 1985",
4870cc91-fb89-461a-bce8-f24703b17045,10326,"杨根华等, 2001",
4870cc91-fb89-461a-bce8-f24703b17045,1713,"浙江农科院植保所病毒病室, 1985",
4870cc91-fb89-461a-bce8-f24703b17045,10326,"杨根华等, 2001",
4870cc91-fb89-461a-bce8-f24703b17045,1713,"浙江农科院植保所病毒病室, 1985",
4870cc91-fb89-461a-bce8-f24703b17045,10326,"杨根华等, 2001",
4870cc91-fb89-461a-bce8-f24703b17045,1713,"浙江农科院植保所病毒病室, 1985",
4870cc91-fb89-461a-bce8-f24703b17045,10326,"杨根华等, 2001",
4870cc91-fb89-461a-bce8-f24703b17045,1713,"浙江农科院植保所病毒病室, 1985",
4870cc91-fb89-461a-bce8-f24703b17045,10326,"杨根华等, 2001",
4870cc91-fb89-461a-bce8-f24703b17045,1713,"浙江农科院植保所病毒病室, 1985",
f5c178ce-0cd4-447a-83e7-b509d8608824,7000,"CAB, 2006",
f5c178ce-0cd4-447a-83e7-b509d8608824,4115,"吕佩珂等, 1992",
607da764-4c99-4e16-abb4-08f76c12e0e9,10326,"杨根华等, 2001",
607da764-4c99-4e16-abb4-08f76c12e0e9,10326,"杨根华等, 2001",
607da764-4c99-4e16-abb4-08f76c12e0e9,10326,"杨根华等, 2001",
607da764-4c99-4e16-abb4-08f76c12e0e9,10326,"杨根华等, 2001",
607da764-4c99-4e16-abb4-08f76c12e0e9,10326,"杨根华等, 2001",
607da764-4c99-4e16-abb4-08f76c12e0e9,10326,"杨根华等, 2001",
607da764-4c99-4e16-abb4-08f76c12e0e9,10326,"杨根华等, 2001",
17af19fe-c455-42a7-870f-bd56dc6f95c5,154600,本系统,
a16aff4d-bc70-49fa-b829-8b8663440f72,7000,"CAB, 2006",
a16aff4d-bc70-49fa-b829-8b8663440f72,7000,"CAB, 2006",
a16aff4d-bc70-49fa-b829-8b8663440f72,7000,"CAB, 2006",
a16aff4d-bc70-49fa-b829-8b8663440f72,7000,"CAB, 2006",
a16aff4d-bc70-49fa-b829-8b8663440f72,7000,"CAB, 2006",
e5863c26-86ec-46dd-8b59-fce35346a482,1654,CMI/AAB,
e5863c26-86ec-46dd-8b59-fce35346a482,1654,CMI/AAB,
e5863c26-86ec-46dd-8b59-fce35346a482,1654,CMI/AAB,
e5863c26-86ec-46dd-8b59-fce35346a482,1654,CMI/AAB,
e5863c26-86ec-46dd-8b59-fce35346a482,1654,CMI/AAB,
e5863c26-86ec-46dd-8b59-fce35346a482,1654,CMI/AAB,
e5863c26-86ec-46dd-8b59-fce35346a482,1654,CMI/AAB,
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,7000,"CAB, 2006",
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,7000,"CAB, 2006",
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,7000,"CAB, 2006",
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,7000,"CAB, 2006",
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,7000,"CAB, 2006",
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,7000,"CAB, 2006",
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,7000,"CAB, 2006",
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,7000,"CAB, 2006",
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,7000,"CAB, 2006",
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,7000,"CAB, 2006",
0255cfcd-0951-4e81-9854-efe3f331a12f,7000,"CAB, 2006",
0255cfcd-0951-4e81-9854-efe3f331a12f,7000,"CAB, 2006",
0255cfcd-0951-4e81-9854-efe3f331a12f,7000,"CAB, 2006",
0255cfcd-0951-4e81-9854-efe3f331a12f,7000,"CAB, 2006",
0255cfcd-0951-4e81-9854-efe3f331a12f,7000,"CAB, 2006",
89e9ed10-59a5-4b24-b2aa-915a49046d7c,1674,"牛宏舜等, 1992",
89e9ed10-59a5-4b24-b2aa-915a49046d7c,1674,"牛宏舜等, 1992",
89e9ed10-59a5-4b24-b2aa-915a49046d7c,1674,"牛宏舜等, 1992",
89e9ed10-59a5-4b24-b2aa-915a49046d7c,1674,"牛宏舜等, 1992",
89e9ed10-59a5-4b24-b2aa-915a49046d7c,1674,"牛宏舜等, 1992",
89e9ed10-59a5-4b24-b2aa-915a49046d7c,1674,"牛宏舜等, 1992",
03d9ceb5-1a1a-44d4-ab31-e34dead1ea1a,1674,"牛宏舜等, 1992",
da356094-87ff-434d-9b6b-5b4250090c92,7000,"CAB, 2006",
9be9f023-8efb-41a5-934f-cf3eeb96cc5f,7000,"CAB, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10439,"周仲驹等, 2008",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10449,"赵焕阁等, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10439,"周仲驹等, 2008",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10449,"赵焕阁等, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,7000,"CAB, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10439,"周仲驹等, 2008",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10449,"赵焕阁等, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,7000,"CAB, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,7000,"CAB, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10439,"周仲驹等, 2008",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10449,"赵焕阁等, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,7000,"CAB, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10439,"周仲驹等, 2008",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10449,"赵焕阁等, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,7000,"CAB, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10439,"周仲驹等, 2008",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10449,"赵焕阁等, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,7000,"CAB, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10439,"周仲驹等, 2008",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,10449,"赵焕阁等, 2006",
e5e5fd2d-81df-4829-ae26-72930fb84ffe,7000,"CAB, 2006",
cc1eddc4-eae5-41ee-97a2-3aa5ebaf981b,1719,"植物病毒鉴定编写组, 1980",
cc1eddc4-eae5-41ee-97a2-3aa5ebaf981b,1719,"植物病毒鉴定编写组, 1980",
cc1eddc4-eae5-41ee-97a2-3aa5ebaf981b,1719,"植物病毒鉴定编写组, 1980",
cc1eddc4-eae5-41ee-97a2-3aa5ebaf981b,1719,"植物病毒鉴定编写组, 1980",
cc1eddc4-eae5-41ee-97a2-3aa5ebaf981b,1719,"植物病毒鉴定编写组, 1980",
cc1eddc4-eae5-41ee-97a2-3aa5ebaf981b,1719,"植物病毒鉴定编写组, 1980",
cc1eddc4-eae5-41ee-97a2-3aa5ebaf981b,1719,"植物病毒鉴定编写组, 1980",
77c13f5f-44e6-4691-8005-2198bc076520,1695,"季良, 1995",
77c13f5f-44e6-4691-8005-2198bc076520,1695,"季良, 1995",
77c13f5f-44e6-4691-8005-2198bc076520,1695,"季良, 1995",
77c13f5f-44e6-4691-8005-2198bc076520,1695,"季良, 1995",
77c13f5f-44e6-4691-8005-2198bc076520,1695,"季良, 1995",
77c13f5f-44e6-4691-8005-2198bc076520,1695,"季良, 1995",
77c13f5f-44e6-4691-8005-2198bc076520,1695,"季良, 1995",
e9e725f0-c557-4477-8a81-aa78a2e0a269,1674,"牛宏舜等, 1992",
e9e725f0-c557-4477-8a81-aa78a2e0a269,1674,"牛宏舜等, 1992",
e9e725f0-c557-4477-8a81-aa78a2e0a269,1674,"牛宏舜等, 1992",
e9e725f0-c557-4477-8a81-aa78a2e0a269,1674,"牛宏舜等, 1992",
e9e725f0-c557-4477-8a81-aa78a2e0a269,1674,"牛宏舜等, 1992",
e9e725f0-c557-4477-8a81-aa78a2e0a269,1674,"牛宏舜等, 1992",
e9e725f0-c557-4477-8a81-aa78a2e0a269,1674,"牛宏舜等, 1992",
6fa736ec-a792-417d-bd19-25d80afc2842,1674,"牛宏舜等, 1992",
6fa736ec-a792-417d-bd19-25d80afc2842,1674,"牛宏舜等, 1992",
6fa736ec-a792-417d-bd19-25d80afc2842,1674,"牛宏舜等, 1992",
6fa736ec-a792-417d-bd19-25d80afc2842,1674,"牛宏舜等, 1992",
6fa736ec-a792-417d-bd19-25d80afc2842,1674,"牛宏舜等, 1992",
6fa736ec-a792-417d-bd19-25d80afc2842,1674,"牛宏舜等, 1992",
6fa736ec-a792-417d-bd19-25d80afc2842,1674,"牛宏舜等, 1992",
922936be-6ddf-40fe-bcff-39b8413c8587,7000,"CAB, 2006",
e9b5d862-73a6-4ecc-8dd1-9c5e359a26f3,7000,"CAB, 2006",
db00ba89-673b-4897-8370-fbe9fa82a989,10326,"杨根华等, 2001",
db00ba89-673b-4897-8370-fbe9fa82a989,10326,"杨根华等, 2001",
db00ba89-673b-4897-8370-fbe9fa82a989,10326,"杨根华等, 2001",
db00ba89-673b-4897-8370-fbe9fa82a989,10326,"杨根华等, 2001",
db00ba89-673b-4897-8370-fbe9fa82a989,10326,"杨根华等, 2001",
db00ba89-673b-4897-8370-fbe9fa82a989,10326,"杨根华等, 2001",
db00ba89-673b-4897-8370-fbe9fa82a989,10326,"杨根华等, 2001",
ab63dc0e-0a64-4ac9-b541-ac7352fc6f9f,7000,"CAB, 2006",
c0f5ca56-d9d0-4fe8-8e8b-94a53f8dce3e,7000,"CAB, 2006",
e9f08cf9-4952-4f46-8496-05b823911d16,1674,"牛宏舜等, 1992",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10571,"陈喜云等, 2004",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10571,"陈喜云等, 2004",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10570,"李宏等, 2004",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10571,"陈喜云等, 2004",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10645,"辛相启等, 1997",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10571,"陈喜云等, 2004",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10571,"陈喜云等, 2004",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,10571,"陈喜云等, 2004",
c025e4a1-8551-4aaf-8677-4f23c1889a1f,1674,"牛宏舜等, 1992",
b912885b-9a59-49c3-a0ed-23e54274f9c0,7000,"CAB, 2006",
acc3c60e-cd91-4f6f-ba10-b000319bbc55,1674,"牛宏舜等, 1992",
751f03f5-43cf-4f79-bd53-9301e43eaff0,7000,"CAB, 2006",
1da94e90-68f7-41a9-bad8-6e18c2d29672,7000,"CAB, 2006",
94881a5b-bc71-4872-889d-2b6cb1de79bc,1674,"牛宏舜等, 1992",
a705e662-cacb-4adb-bfcc-ad868961ee93,7000,"CAB, 2006",
be416764-5c2e-40ff-acc7-0dcb416a4f2d,1695,"季良, 1995",
be416764-5c2e-40ff-acc7-0dcb416a4f2d,1695,"季良, 1995",
be416764-5c2e-40ff-acc7-0dcb416a4f2d,1695,"季良, 1995",
be416764-5c2e-40ff-acc7-0dcb416a4f2d,1695,"季良, 1995",
be416764-5c2e-40ff-acc7-0dcb416a4f2d,1695,"季良, 1995",
9b11c3a1-c8be-44ae-9602-f17216493136,7000,"CAB, 2006",
a693993c-c616-4de0-bd4a-fb637697770f,448,"CABI and EPPO, 1992",
a693993c-c616-4de0-bd4a-fb637697770f,448,"CABI and EPPO, 1992",
a693993c-c616-4de0-bd4a-fb637697770f,448,"CABI and EPPO, 1992",
a693993c-c616-4de0-bd4a-fb637697770f,448,"CABI and EPPO, 1992",
a693993c-c616-4de0-bd4a-fb637697770f,448,"CABI and EPPO, 1992",
a693993c-c616-4de0-bd4a-fb637697770f,448,"CABI and EPPO, 1992",
a693993c-c616-4de0-bd4a-fb637697770f,448,"CABI and EPPO, 1992",
90d0bc9e-e203-4d8c-be82-900f8dda999f,7000,"CAB, 2006",
90d0bc9e-e203-4d8c-be82-900f8dda999f,7000,"CAB, 2006",
90d0bc9e-e203-4d8c-be82-900f8dda999f,7000,"CAB, 2006",
90d0bc9e-e203-4d8c-be82-900f8dda999f,7000,"CAB, 2006",
90d0bc9e-e203-4d8c-be82-900f8dda999f,7000,"CAB, 2006",
bae1e59e-5c5b-4a41-9195-d49738a800f8,7000,"CAB, 2006",
bae1e59e-5c5b-4a41-9195-d49738a800f8,7000,"CAB, 2006",
bae1e59e-5c5b-4a41-9195-d49738a800f8,7000,"CAB, 2006",
7b1424cb-eb47-4ee1-83e9-13b69cee997c,153398,"CABI, 2011",
68240036-a907-46a9-9acd-2dc31fa8fe8b,448,"CABI and EPPO, 1992",
68240036-a907-46a9-9acd-2dc31fa8fe8b,448,"CABI and EPPO, 1992",
68240036-a907-46a9-9acd-2dc31fa8fe8b,448,"CABI and EPPO, 1992",
90b24b94-0d83-41c3-a234-3849f86ac690,7000,"CAB, 2006",
90b24b94-0d83-41c3-a234-3849f86ac690,7000,"CAB, 2006",
90b24b94-0d83-41c3-a234-3849f86ac690,7000,"CAB, 2006",
90b24b94-0d83-41c3-a234-3849f86ac690,7000,"CAB, 2006",
90b24b94-0d83-41c3-a234-3849f86ac690,7000,"CAB, 2006",
a19f4885-4aed-47ef-b919-20e2903e9dc6,153398,"CABI, 2011",
c7ea7c09-022b-4644-b7ef-802d22697fdd,7000,"CAB, 2006",
c7ea7c09-022b-4644-b7ef-802d22697fdd,7000,"CAB, 2006",
c7ea7c09-022b-4644-b7ef-802d22697fdd,7000,"CAB, 2006",
c7ea7c09-022b-4644-b7ef-802d22697fdd,7000,"CAB, 2006",
c7ea7c09-022b-4644-b7ef-802d22697fdd,7000,"CAB, 2006",
c7ea7c09-022b-4644-b7ef-802d22697fdd,7000,"CAB, 2006",
c7ea7c09-022b-4644-b7ef-802d22697fdd,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
a6f5d367-8add-4d58-8451-b62a1cfe9965,7000,"CAB, 2006",
1b660924-aaa4-40e0-bd3e-cc23c81ca752,7000,"CAB, 2006",
3c6f20d2-f236-4fa1-acde-b961293fd627,10569,"李正和等, 2002",
3c6f20d2-f236-4fa1-acde-b961293fd627,10569,"李正和等, 2002",
74cf5ed2-b397-4781-b8e0-f4413b94edd6,10459,2005,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,1654,CMI/AAB,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,10459,2005,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,1654,CMI/AAB,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,10459,2005,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,1654,CMI/AAB,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,7000,"CAB, 2006",
74cf5ed2-b397-4781-b8e0-f4413b94edd6,10459,2005,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,1654,CMI/AAB,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,10459,2005,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,1654,CMI/AAB,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,10459,2005,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,1654,CMI/AAB,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,10459,2005,
74cf5ed2-b397-4781-b8e0-f4413b94edd6,1654,CMI/AAB,
0ae74aa0-4e7a-49dd-a51e-40561a73a560,7000,"CAB, 2006",
9bfe88a3-aea6-4848-8b10-a89c590ac3b2,7000,"CAB, 2006",
f2ebcae1-4cd5-4d1c-aa2b-064d31e86820,7000,"CAB, 2006",
1f0ab1f1-0718-4b56-8c3c-299fa6434702,7000,"CAB, 2006",
96769544-d637-4055-878a-5be135a3774c,7000,"CAB, 2006",
96769544-d637-4055-878a-5be135a3774c,7000,"CAB, 2006",
96769544-d637-4055-878a-5be135a3774c,7000,"CAB, 2006",
96769544-d637-4055-878a-5be135a3774c,7000,"CAB, 2006",
e90286ca-0dc8-44d2-907f-8350a4e2a70d,7000,"CAB, 2006",
57c8e366-606f-475d-897d-321415aced45,839,"张成良等, 1996",
f864d8f1-21e4-432a-b01e-d593f657791a,1695,"季良, 1995",
f864d8f1-21e4-432a-b01e-d593f657791a,1695,"季良, 1995",
f864d8f1-21e4-432a-b01e-d593f657791a,1695,"季良, 1995",
f864d8f1-21e4-432a-b01e-d593f657791a,1695,"季良, 1995",
f864d8f1-21e4-432a-b01e-d593f657791a,1695,"季良, 1995",
f864d8f1-21e4-432a-b01e-d593f657791a,1695,"季良, 1995",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10421,"张永江, 2006",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10440,"陈京等, 2008",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10421,"张永江, 2006",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10440,"陈京等, 2008",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10421,"张永江, 2006",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10440,"陈京等, 2008",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10421,"张永江, 2006",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10440,"陈京等, 2008",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10421,"张永江, 2006",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10440,"陈京等, 2008",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10421,"张永江, 2006",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10440,"陈京等, 2008",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10421,"张永江, 2006",
a9cbd5c6-9c10-48e8-908f-72828ef8cba7,10440,"陈京等, 2008",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10445,"赵玖华等, 2001",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10450,"姜华,等.2000",
34f4f8a1-7673-498d-adb5-0ee02bc59812,7000,"CAB, 2006",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10445,"赵玖华等, 2001",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10450,"姜华,等.2000",
34f4f8a1-7673-498d-adb5-0ee02bc59812,7000,"CAB, 2006",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10333,"蒋军喜等, 2002",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10445,"赵玖华等, 2001",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10450,"姜华,等.2000",
34f4f8a1-7673-498d-adb5-0ee02bc59812,7000,"CAB, 2006",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10445,"赵玖华等, 2001",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10450,"姜华,等.2000",
34f4f8a1-7673-498d-adb5-0ee02bc59812,7000,"CAB, 2006",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10445,"赵玖华等, 2001",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10450,"姜华,等.2000",
34f4f8a1-7673-498d-adb5-0ee02bc59812,7000,"CAB, 2006",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10445,"赵玖华等, 2001",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10450,"姜华,等.2000",
34f4f8a1-7673-498d-adb5-0ee02bc59812,10445,"赵玖华等, 2001",
