icode,author_display,title,species_guid,id
168719,Deeba Kamil,印度特里普拉邦首次报道罗耳阿太菌Athelia rolfsii引起槟榔叶鞘腐烂病,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
168536,D.Kamil,印度首次报道罗耳阿太菌Athelia rolfsii引起咖喱树茎腐病,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
159087,"Dias-Arieira C R,et al.2014","First Report of Sclerotium rolfsii in Greater Plantain in Paraná, Brazil",6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
153616,"CABI, 2012",作物保护大全检索系统2012(Crop Protection Compendium 2012),6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
6908,"陈宗懋等, 1989",茶树病害的诊断,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
3217,"中国农科院植保所, 1996",中国农作物病虫害(下),6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
3217,"中国农科院植保所, 1996",中国农作物病虫害(下),6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
7000,"CAB, 2006",CPC2006,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
7000,"CAB, 2006",CPC2006,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
7000,"CAB, 2006",CPC2006,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
7000,"CAB, 2006",CPC2006,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
7000,"CAB, 2006",CPC2006,6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
3217,"中国农科院植保所, 1996",中国农作物病虫害(下),6fc59a9e-a026-48af-8db8-4ae1f4207aa2,
7000,"CAB, 2006",CPC2006,e0acc296-70cd-4a76-8279-45fa5eef0e77,
7000,"CAB, 2006",CPC2006,e0acc296-70cd-4a76-8279-45fa5eef0e77,
7000,"CAB, 2006",CPC2006,e0acc296-70cd-4a76-8279-45fa5eef0e77,
7000,"CAB, 2006",CPC2006,e0acc296-70cd-4a76-8279-45fa5eef0e77,
448,"CABI and EPPO, 1992",Quarantine Pests for Europe,e0acc296-70cd-4a76-8279-45fa5eef0e77,
1652,C.M.I,CMI Distribution Map of Plant Diseases,e0acc296-70cd-4a76-8279-45fa5eef0e77,
1866,"朱培良等, 1987",一种危险性病害——菊花疫病,e0acc296-70cd-4a76-8279-45fa5eef0e77,
1866,"朱培良等, 1987",一种危险性病害——菊花疫病,e0acc296-70cd-4a76-8279-45fa5eef0e77,
1866,"朱培良等, 1987",一种危险性病害——菊花疫病,e0acc296-70cd-4a76-8279-45fa5eef0e77,
169277,印丽萍，2018,中国进境植物检疫性有害生物——杂草卷,d7815b53-c892-4409-9465-29ae2f0e7703,
7000,"CAB, 2006",CPC2006,d7815b53-c892-4409-9465-29ae2f0e7703,
7000,"CAB, 2006",CPC2006,d7815b53-c892-4409-9465-29ae2f0e7703,
7000,"CAB, 2006",CPC2006,f5b56acb-e6c0-4911-9e90-8d8340dc4884,
7000,"CAB, 2006",CPC2006,f5b56acb-e6c0-4911-9e90-8d8340dc4884,
7000,"CAB, 2006",CPC2006,53317adf-4d45-4366-9d3c-791706e42a83,
7000,"CAB, 2006",CPC2006,53317adf-4d45-4366-9d3c-791706e42a83,
7000,"CAB, 2006",CPC2006,53317adf-4d45-4366-9d3c-791706e42a83,
7000,"CAB, 2006",CPC2006,53317adf-4d45-4366-9d3c-791706e42a83,
3026,"CABI, 2005",Coffee ringspot virus,53317adf-4d45-4366-9d3c-791706e42a83,
3026,"CABI, 2005",Coffee ringspot virus,53317adf-4d45-4366-9d3c-791706e42a83,
3026,"CABI, 2005",Coffee ringspot virus,53317adf-4d45-4366-9d3c-791706e42a83,
168701,"Department of Agriculture state of HAWAII,2020",美国夏威夷首次发现兰花斑点病毒Orchid fleck virus,68021f92-cac6-4d0e-b112-4bb822cd708f,
168516,夏威夷植物产业部官网,夏威夷岛首次报道兰花斑点病毒Orchid fleck virus侵染粗柠檬树和柑橘树引起叶片及茎部黄色病变,68021f92-cac6-4d0e-b112-4bb822cd708f,
163694,"Mei Y, et al. 2016",First Report of Orchid fleck virus in Lilyturf (Liriope spicata) in Australia,68021f92-cac6-4d0e-b112-4bb822cd708f,
1674,"牛宏舜等, 1992",病毒手册,68021f92-cac6-4d0e-b112-4bb822cd708f,
168532,WTO,韩国新增5种检疫性有害生物,217d2593-2b73-42c2-a2e7-d90594399efa,
159322,"Perotto M C,et al.2014",First report of Strawberry crinkle virus in Argentina,217d2593-2b73-42c2-a2e7-d90594399efa,
7000,"CAB, 2006",CPC2006,217d2593-2b73-42c2-a2e7-d90594399efa,
7000,"CAB, 2006",CPC2006,217d2593-2b73-42c2-a2e7-d90594399efa,
7000,"CAB, 2006",CPC2006,217d2593-2b73-42c2-a2e7-d90594399efa,
7000,"CAB, 2006",CPC2006,217d2593-2b73-42c2-a2e7-d90594399efa,
1674,"牛宏舜等, 1992",病毒手册,217d2593-2b73-42c2-a2e7-d90594399efa,
1674,"牛宏舜等, 1992",病毒手册,217d2593-2b73-42c2-a2e7-d90594399efa,
2982,"CABI, 2005",Strawberry crinkle virus,217d2593-2b73-42c2-a2e7-d90594399efa,
2982,"CABI, 2005",Strawberry crinkle virus,217d2593-2b73-42c2-a2e7-d90594399efa,
2982,"CABI, 2005",Strawberry crinkle virus,217d2593-2b73-42c2-a2e7-d90594399efa,
169139,"卢乃会,2021",警惕检疫性害虫大洋臀纹粉蚧在中国大陆扩散,ea858c34-c90b-4de1-a645-0570f630b35b,
153568,"陈乃中, 2009",中国进境植物检疫性有害生物(昆虫卷),ea858c34-c90b-4de1-a645-0570f630b35b,
154169,梁广勤,中国进出境水果关注的有害生物,ea858c34-c90b-4de1-a645-0570f630b35b,
7000,"CAB, 2006",CPC2006,cb31b8dd-172b-4fee-b94f-86db959ed9ee,
7000,"CAB, 2006",CPC2006,cb31b8dd-172b-4fee-b94f-86db959ed9ee,
7000,"CAB, 2006",CPC2006,cb31b8dd-172b-4fee-b94f-86db959ed9ee,
7000,"CAB, 2006",CPC2006,cb31b8dd-172b-4fee-b94f-86db959ed9ee,
17012269,吴媛，等。2022,甘蔗簇粉蚧的形态和分子鉴定,95b7e33c-2af9-46bc-ab58-8e5db951694c,
159013,廖力，2014,中国进境植物检疫性蛾类图鉴,90a64589-5b81-4497-9425-194f23fc48cf,
153568,"陈乃中, 2009",中国进境植物检疫性有害生物(昆虫卷),90a64589-5b81-4497-9425-194f23fc48cf,
850,"Carter, 1984",Pest Lepidoptera of Europe,90a64589-5b81-4497-9425-194f23fc48cf,
14322872,"Kanmiya, K., et al. 2002",Records of two citrus pest whiteflies in Japan with special reference to their mating sounds (Homoptera: Aleyrodidae),71b5dc35-2a10-4e2b-bdc9-549aa75e34a9,
168512,"M. Conti, B. Cinget, C. Labbé, R. R. Bélanger?",加拿大首次报道蓝莓端腐病菌Godronia cassandrae致蔓越莓果腐病,b39d41cc-fee1-42f5-ac33-069408f45db3,
168886,Prabhat Kumar Shukla，2020,印度首次报道根串珠霉属真菌Berkeleyomyces basicola导致芒果根腐病,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
161593,Michel V V. 2015,First Report of Chalara elegans Causing Wilt on Lisianthus in Switzerland,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
159750,"Borges R C F,et al.2014",First report of a wilt disease of Tectona grandis caused by Thielaviopsis basicola in Brazil,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
7000,"CAB, 2006",CPC2006,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
7000,"CAB, 2006",CPC2006,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
7000,"CAB, 2006",CPC2006,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
7000,"CAB, 2006",CPC2006,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
7000,"CAB, 2006",CPC2006,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
3217,"中国农科院植保所, 1996",中国农作物病虫害(下),8d01dcf8-ed1d-41c8-88ff-2890853a75f8,
160615,"M. KEHAT ,1967","THE BIOLOGY AND PHENOLOGY OF ARENIPSES SABELLA HMPS AND CADBA FIGUL1LELLA (GEEGSON) (LEPIDOPTEEA, PYEALIDAE) ON DATES IN ISEAEL.",9f9bbb22-ea97-439d-84d7-773d73243b8f,
160343,Anat Levi-Zada ，2014,利用天冬氨酰苯丙氨酸甲酯/气相色谱/质谱分析Aphomia (Arenipses) Sabella的雄性特异成分的周期释放,9f9bbb22-ea97-439d-84d7-773d73243b8f,
7000,"CAB, 2006",CPC2006,f5494ded-6bcb-4f54-9435-ac5e1966fadc,
7000,"CAB, 2006",CPC2006,f5494ded-6bcb-4f54-9435-ac5e1966fadc,
153568,"陈乃中, 2009",中国进境植物检疫性有害生物(昆虫卷),da5830dc-3630-4c89-8c90-6faaf2e9d748,
7000,"CAB, 2006",CPC2006,da5830dc-3630-4c89-8c90-6faaf2e9d748,
7000,"CAB, 2006",CPC2006,da5830dc-3630-4c89-8c90-6faaf2e9d748,
7000,"CAB, 2006",CPC2006,da5830dc-3630-4c89-8c90-6faaf2e9d748,
7000,"CAB, 2006",CPC2006,da5830dc-3630-4c89-8c90-6faaf2e9d748,
448,"CABI and EPPO, 1992",Quarantine Pests for Europe,da5830dc-3630-4c89-8c90-6faaf2e9d748,
2168,"CABI, 2005","Bactrocera zonata (Saunders, 1841)",da5830dc-3630-4c89-8c90-6faaf2e9d748,
2168,"CABI, 2005","Bactrocera zonata (Saunders, 1841)",da5830dc-3630-4c89-8c90-6faaf2e9d748,
2168,"CABI, 2005","Bactrocera zonata (Saunders, 1841)",da5830dc-3630-4c89-8c90-6faaf2e9d748,
2168,"CABI, 2005","Bactrocera zonata (Saunders, 1841)",da5830dc-3630-4c89-8c90-6faaf2e9d748,
2168,"CABI, 2005","Bactrocera zonata (Saunders, 1841)",da5830dc-3630-4c89-8c90-6faaf2e9d748,
3217,"中国农科院植保所, 1996",中国农作物病虫害(下),617531e7-d6a4-4d98-a0d2-b2e35a4d095e,
163652,"Rooney-Latham S, et al. 2016",First Report of Neofabraea alba Causing Branch Canker Dieback of Apple in California,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,
163498,"Romero J, et al. 2016",First Report of Neofabraea vagabunda Causing Branch Cankers on Olives in Spain,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,
160994,"张裕君, 2012",智利苹果中牛眼果腐病菌的分离鉴定研究,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,
16322278,贾栋等，2020,基于MaxEnt模型预测苹红缢管蚜在中国的适生区,6d6c08b5-37a7-47de-acd6-9956241a5d62,
7000,"CAB, 2006",CPC2006,6d6c08b5-37a7-47de-acd6-9956241a5d62,
7000,"CAB, 2006",CPC2006,6d6c08b5-37a7-47de-acd6-9956241a5d62,
168549,FAO,尼加拉瓜首次报告软毛粉虱Aleurothrixus floccosus疫情,550e55bd-bb5d-4f27-a304-1723833299c0,
7000,"CAB, 2006",CPC2006,550e55bd-bb5d-4f27-a304-1723833299c0,
7000,"CAB, 2006",CPC2006,550e55bd-bb5d-4f27-a304-1723833299c0,
7000,"CAB, 2006",CPC2006,550e55bd-bb5d-4f27-a304-1723833299c0,
17414373,赵天泽等，2019,磷化氢熏蒸对南洋臀纹粉蚧的杀灭效果和对进口菠萝品质的影响研究,d5fc8481-8bf7-4739-9c31-e12cd6d5b922,
17373955,高明等，2019,进口山竹携带南洋臀纹粉蚧甲酸乙酯熏蒸技术研究,d5fc8481-8bf7-4739-9c31-e12cd6d5b922,
153568,"陈乃中, 2009",中国进境植物检疫性有害生物(昆虫卷),d5fc8481-8bf7-4739-9c31-e12cd6d5b922,
6984,"陈乃中, 2002",水果果实害虫,d5fc8481-8bf7-4739-9c31-e12cd6d5b922,
7000,"CAB, 2006",CPC2006,d5fc8481-8bf7-4739-9c31-e12cd6d5b922,
7000,"CAB, 2006",CPC2006,d5fc8481-8bf7-4739-9c31-e12cd6d5b922,
1653,C.I.E,CIE Distribution Map of Plant Insects,d5fc8481-8bf7-4739-9c31-e12cd6d5b922,
168432,"Opatovsky I, et al. 2019","First Report of Lettuce Big Vein Disease Caused by Olpidium spp., Mirafiori Lettuce Big-Vein Virus, and Lettuce Big-Vein Associated Virus in Israel",0fd4ccfa-6ea0-48e7-b3c7-586707c26cea,
159956,"AL-Saleh M A,et al.2015",First reports of Lettuce big-vein associated virus and Mirafiori lettuce big-vein virus infecting lettuce in Saudi Arabia,0fd4ccfa-6ea0-48e7-b3c7-586707c26cea,
158801,"Ochoa-Martínez D L,et al.2014",First Report of Lettuce big-vein associated virus (Varicosavirus) Infecting Lettuce in Mexico,0fd4ccfa-6ea0-48e7-b3c7-586707c26cea,
167144,"Eicholtz M, et al. 2018",First Report of Beet western yellows virus Infecting Epiphyllum spp.,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
7000,"CAB, 2006",CPC2006,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
7000,"CAB, 2006",CPC2006,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
7000,"CAB, 2006",CPC2006,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
7000,"CAB, 2006",CPC2006,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
2937,"CABI, 2005",Beet western yellows virus,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
2937,"CABI, 2005",Beet western yellows virus,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
2937,"CABI, 2005",Beet western yellows virus,8374837d-5447-47eb-90d5-c93bbcc6a2bd,
1674,"牛宏舜等, 1992",病毒手册,51b52725-0159-4223-a401-3acf54ff723b,
1713,"浙江农科院植保所病毒病室, 1985",水稻病毒病（修订本）,8f895d8a-7655-44ed-b591-dbc502c054f3,
164979,"Alfaro-Fernandez A, et al. 2016",First Report of a Natural Infection of Eggplant mottled dwarf virus in Podranea ricasoliana Showing Leaf Intervenial Yellowing,7814cee0-679f-44c9-948e-3c381745f740,
164735,"Menzel W, Winter S, and Hamacher J. 2016",First report of Eggplant mottled dwarf virus causing flower breaking and vein clearing in Hydrangea macrophylla in Germany,7814cee0-679f-44c9-948e-3c381745f740,
159120,"Zhai Y,et al.2014",First report of natural infection of Agapanthus sp. by Eggplant mottled dwarf virus (EMDV),7814cee0-679f-44c9-948e-3c381745f740,
7000,"CAB, 2006",CPC2006,7814cee0-679f-44c9-948e-3c381745f740,
7000,"CAB, 2006",CPC2006,7814cee0-679f-44c9-948e-3c381745f740,
7000,"CAB, 2006",CPC2006,7814cee0-679f-44c9-948e-3c381745f740,
7000,"CAB, 2006",CPC2006,7814cee0-679f-44c9-948e-3c381745f740,
1674,"牛宏舜等, 1992",病毒手册,7814cee0-679f-44c9-948e-3c381745f740,
3102,"CABI, 2005",Eggplant mottled dwarf virus,7814cee0-679f-44c9-948e-3c381745f740,
3102,"CABI, 2005",Eggplant mottled dwarf virus,7814cee0-679f-44c9-948e-3c381745f740,
168208,"Atibalentja N, et al. 2018",First Report of Taro vein chlorosis virus on Taro (Colocasia esculenta) in the U.S. Territory of American Samoa,dddec458-d61c-41df-8520-053ed304f676,
159301,"Long M H,et al.2014",First Report of Taro vein chlorosis virus Infecting Taro (Colocasia esculenta) in the United States,dddec458-d61c-41df-8520-053ed304f676,
7000,"CAB, 2006",CPC2006,eec0baea-3927-4660-8918-3cf2a0a342ef,
7000,"CAB, 2006",CPC2006,eec0baea-3927-4660-8918-3cf2a0a342ef,
7000,"CAB, 2006",CPC2006,eec0baea-3927-4660-8918-3cf2a0a342ef,
7000,"CAB, 2006",CPC2006,eec0baea-3927-4660-8918-3cf2a0a342ef,
17124614,The EU Commission,EPPO Global Database（2024）,e96f1f3c-a01a-4fbd-8843-43104fb6eb2e,
165743,"Hameed A, et al. 2017",First Report of Tomato leaf curl New Delhi virus and a Tomato yellow leaf curl Thailand betasatellite Causing Severe Leaf Curl Disease of Potato in Pakistan,8f04a180-6880-4549-afbe-b55a034144f2,
165737,"Shahid M S, et al. 2017",First Report of Chilli leaf curl virus and Tomato leaf curl betasatellite Infecting Watermelon (Citrullus lanatus) in Oman,748f7de2-0c36-4e47-8a2d-abad0607c9e9,
166991,"Yasmin S, et al. 2018",First report of Tomato leaf curl virus and Croton yellow vein mosaic betasatellite infecting chilli plants in Pakistan,7f608505-5f0d-4898-be23-c54f878e74f4,
17124614,The EU Commission,EPPO Global Database（2024）,4a67ef46-46a3-4225-894a-ffebaf21dcba,
16574824,王小雪等，2019,斑翅果蝇检疫研究进展,cb6909cd-8db2-432b-a7ab-bf2801c48834,
16013220,"陈晓旭, 等. 2022",斑翅果蝇在中国的风险性分析,cb6909cd-8db2-432b-a7ab-bf2801c48834,
169504,"代晓彦, 等. 2019",葡萄园果蝇的发生及综合防治研究进展,cb6909cd-8db2-432b-a7ab-bf2801c48834,
168802,The New Zealand Ministry for Primary Industries,新西兰截获斑翅果蝇,cb6909cd-8db2-432b-a7ab-bf2801c48834,
168789,WTO，2020,新西兰拟对鲜食葡萄进口卫生标准进行修订,cb6909cd-8db2-432b-a7ab-bf2801c48834,
1654,CMI/AAB,CIE Descripitions of Plant Viruses,5c1e9dae-4f1d-442a-9a53-66d584392126,
159124,李明福等，2013,中国进境植物检疫性有害生物——病毒卷,89eb0c78-058f-46fd-b195-b569082b94cc,
7000,"CAB, 2006",CPC2006,89eb0c78-058f-46fd-b195-b569082b94cc,
7000,"CAB, 2006",CPC2006,89eb0c78-058f-46fd-b195-b569082b94cc,
7000,"CAB, 2006",CPC2006,89eb0c78-058f-46fd-b195-b569082b94cc,
7000,"CAB, 2006",CPC2006,89eb0c78-058f-46fd-b195-b569082b94cc,
6882,"方中达, 1996",中国农业植物病害,89eb0c78-058f-46fd-b195-b569082b94cc,
2973,"CABI, 2005",Maize streak virus,89eb0c78-058f-46fd-b195-b569082b94cc,
2973,"CABI, 2005",Maize streak virus,89eb0c78-058f-46fd-b195-b569082b94cc,
2973,"CABI, 2005",Maize streak virus,89eb0c78-058f-46fd-b195-b569082b94cc,
7000,"CAB, 2006",CPC2006,dd3ba768-3516-435e-8f86-3a1d132b3c5f,
7000,"CAB, 2006",CPC2006,dd3ba768-3516-435e-8f86-3a1d132b3c5f,
7000,"CAB, 2006",CPC2006,dd3ba768-3516-435e-8f86-3a1d132b3c5f,
2969,"CABI, 2005",Sugarcane chlorotic streak virus,dd3ba768-3516-435e-8f86-3a1d132b3c5f,
2969,"CABI, 2005",Sugarcane chlorotic streak virus,dd3ba768-3516-435e-8f86-3a1d132b3c5f,
2969,"CABI, 2005",Sugarcane chlorotic streak virus,dd3ba768-3516-435e-8f86-3a1d132b3c5f,
17124614,The EU Commission,EPPO Global Database（2024）,b585dba5-1690-4b6e-ac4d-ae8fe5c1bf59,
1664,"舆良清等, 1983",植物ウイルス事典,3054960f-d49e-4351-b005-28eef49b552d,
168392,"Maich S L S P, et al. 2019","First Report on Sweet Potato Symptomless Virus 1 in Ipomoea batatas in State of Rio Grande do Sul, Brazil",ebef3c50-ceaa-4e0a-9a17-503c62d46d6a,
165815,"Virscek Marn M, et al. 2017",First Report of the Occurrence of Wheat dwarf virus Infecting Wheat in Slovenia,b1b9478a-3d78-4184-bb61-59611317cb57,
1719,"植物病毒鉴定编写组, 1980",植物病毒鉴定,b1b9478a-3d78-4184-bb61-59611317cb57,
168232,"Radouane N, et al. 2019",First report of Chickpea chlorotic dwarf virus in watermelon (Citrullus lanatus) in Morocco,c5cf8a46-3dfc-4053-948e-2181347efcac,
165896,"Fiallo-Olive E, et al. 2017",A Novel Strain of the Mastrevirus Chickpea chlorotic dwarf virus Infecting Papaya in Nigeria,c5cf8a46-3dfc-4053-948e-2181347efcac,
165813,"Zia-Ur-Rehman M, et al. 2017",First Report of Chickpea chlorotic dwarf virus Infecting Okra in Pakistan,c5cf8a46-3dfc-4053-948e-2181347efcac,
165497,"Hameed U, et al. 2017",First Report of Chickpea chlorotic dwarf virus Infecting Cucumber in Pakistan,c5cf8a46-3dfc-4053-948e-2181347efcac,
165411,"Zaagueri T, et al. 2017",First Report of Chickpea chlorotic dwarf virus in Watermelon (Citrullus lanatus) in Tunisia,c5cf8a46-3dfc-4053-948e-2181347efcac,
162009,"Kumari S G, et al. 2015",First report of Chickpea chlorotic dwarf virus naturally infecting chickpea in Tunisia,c5cf8a46-3dfc-4053-948e-2181347efcac,
161668,"Zia-Ur-Rehman M, et al. 2015",First Report of Chickpea chlorotic dwarf virus Infecting Tomato Crops in Pakistan,c5cf8a46-3dfc-4053-948e-2181347efcac,
159858,"Byun H S,et al.2014",First Report of Chickpea chlorotic dwarf virus Infecting Hot Pepper in India,c5cf8a46-3dfc-4053-948e-2181347efcac,
158512,"Akhtar S,et al.2014",A Distinct Strain of Chickpea chlorotic dwarf virus Infecting Pepper in Oman,c5cf8a46-3dfc-4053-948e-2181347efcac,
6983,"动植检所, 2000",cpqpims2000,3a939c13-28fb-4741-826d-5a79a8789e2f,
168532,WTO,韩国新增5种检疫性有害生物,ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
159124,李明福等，2013,中国进境植物检疫性有害生物——病毒卷,ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
155150,"国家农业科学数据共享中心, 2007",植物检疫性病毒数据库,ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
16125698,"CABI, 2024",Cacao swollen shoot virus (cacao swollen shoot),ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
16125698,"CABI, 2024",Cacao swollen shoot virus (cacao swollen shoot),ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
16125698,"CABI, 2024",Cacao swollen shoot virus (cacao swollen shoot),ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
16125698,"CABI, 2024",Cacao swollen shoot virus (cacao swollen shoot),ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
1654,CMI/AAB,CIE Descripitions of Plant Viruses,ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
3081,"CABI, 2005",Cacao swollen shoot virus,ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
3081,"CABI, 2005",Cacao swollen shoot virus,ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
3081,"CABI, 2005",Cacao swollen shoot virus,ad04b3c6-9ebb-4d16-be17-ae1398b0216c,
1654,CMI/AAB,CIE Descripitions of Plant Viruses,7aac2c99-8c82-41df-a13c-e32ebc027c60,
168761,"Jiahuai Hu,2020",美国亚利桑那州首次报道甜菜卷顶病毒Beet curly top virus侵染工业大麻,fb257902-f75d-4504-8c10-4a73135cda03,
165810,"Chen L F, et al. 2017",First Report of Curly Top Disease of Pepper and Tomato in California Caused by the Spinach Curly Top Strain of Beet curly top virus,fb257902-f75d-4504-8c10-4a73135cda03,
165810,"Chen L F, et al. 2017",First Report of Curly Top Disease of Pepper and Tomato in California Caused by the Spinach Curly Top Strain of Beet curly top virus,fb257902-f75d-4504-8c10-4a73135cda03,
7000,"CAB, 2006",CPC2006,fb257902-f75d-4504-8c10-4a73135cda03,
7000,"CAB, 2006",CPC2006,fb257902-f75d-4504-8c10-4a73135cda03,
7000,"CAB, 2006",CPC2006,fb257902-f75d-4504-8c10-4a73135cda03,
7000,"CAB, 2006",CPC2006,fb257902-f75d-4504-8c10-4a73135cda03,
10326,"杨根华等, 2001",植物丛枝症病害病毒病原研究概况,fb257902-f75d-4504-8c10-4a73135cda03,
2907,"CABI, 2005",Beet curly top virus,fb257902-f75d-4504-8c10-4a73135cda03,
2907,"CABI, 2005",Beet curly top virus,fb257902-f75d-4504-8c10-4a73135cda03,
2907,"CABI, 2005",Beet curly top virus,fb257902-f75d-4504-8c10-4a73135cda03,
2907,"CABI, 2005",Beet curly top virus,fb257902-f75d-4504-8c10-4a73135cda03,
17124614,The EU Commission,EPPO Global Database（2024）,c015ae98-e310-4d26-be2d-a1bb38a7b90f,
168362,"Gasperin-Bulbarela J, et al. 2019",First Report of Grapevine Red Blotch Virus in Mexico,c015ae98-e310-4d26-be2d-a1bb38a7b90f,
168358,"Schoelz J E, et al. 2019",First Report of Grapevine Red Blotch Virus in Hybrid Grapes in Missouri,c015ae98-e310-4d26-be2d-a1bb38a7b90f,
167141,"Yao X L, et al. 2018",First Report of Grapevine red blotch virus in Ohio Vineyards,c015ae98-e310-4d26-be2d-a1bb38a7b90f,
164996,"Lim S, et al. 2016",First Report of Grapevine red blotch-associated virus on Grapevine in Korea,c015ae98-e310-4d26-be2d-a1bb38a7b90f,
161526,"Al Rwahnih M, et al. 2015","First Report of Grapevine red blotch-associated virus in Archival Grapevine Material From Sonoma County, California",c015ae98-e310-4d26-be2d-a1bb38a7b90f,
16573633,CABI,CABI Digital Library（2024）,39fe6370-043c-4b6f-bed2-3cb54714b0d5,
17124614,The EU Commission,EPPO Global Database（2024）,39fe6370-043c-4b6f-bed2-3cb54714b0d5,
7000,"CAB, 2006",CPC2006,39fe6370-043c-4b6f-bed2-3cb54714b0d5,
7000,"CAB, 2006",CPC2006,39fe6370-043c-4b6f-bed2-3cb54714b0d5,
7000,"CAB, 2006",CPC2006,39fe6370-043c-4b6f-bed2-3cb54714b0d5,
169277,印丽萍，2018,中国进境植物检疫性有害生物——杂草卷,ce77fcca-ddb9-46be-8ea5-c7022bf8ece6,
160240,"黄益燕,2012",广东口岸首次从美国进境小麦中截获北美苍耳 2011,ce77fcca-ddb9-46be-8ea5-c7022bf8ece6,
154587,张金兰.2001,严防有害杂草的侵入,ce77fcca-ddb9-46be-8ea5-c7022bf8ece6,
17124614,The EU Commission,EPPO Global Database（2024）,02dd3141-35a9-4d8d-bd57-a158a139d6a0,
154883,"廖太林,等.2005",传播栎枯萎病的两种鬃额小蠹,02dd3141-35a9-4d8d-bd57-a158a139d6a0,
7000,"CAB, 2006",CPC2006,634ce1e3-816c-424d-a4ee-aefe6bfe489e,
7000,"CAB, 2006",CPC2006,634ce1e3-816c-424d-a4ee-aefe6bfe489e,
7000,"CAB, 2006",CPC2006,634ce1e3-816c-424d-a4ee-aefe6bfe489e,
7000,"CAB, 2006",CPC2006,634ce1e3-816c-424d-a4ee-aefe6bfe489e,
15392779,于胜祥，陈瑞辉，李振宇,中国口岸外来入侵植物彩色图鉴,652d32ce-0a98-47b5-a28c-62b18c0ab7cb,
17124614,The EU Commission,EPPO Global Database（2024）,eb413f5e-5e6b-4474-8843-ed1028e1fdfe,
169277,印丽萍，2018,中国进境植物检疫性有害生物——杂草卷,188145ff-76c0-4bf3-97e1-1b8d16db3329,
7000,"CAB, 2006",CPC2006,188145ff-76c0-4bf3-97e1-1b8d16db3329,
7000,"CAB, 2006",CPC2006,188145ff-76c0-4bf3-97e1-1b8d16db3329,
7000,"CAB, 2006",CPC2006,188145ff-76c0-4bf3-97e1-1b8d16db3329,
7000,"CAB, 2006",CPC2006,188145ff-76c0-4bf3-97e1-1b8d16db3329,
15392779,于胜祥，陈瑞辉，李振宇,中国口岸外来入侵植物彩色图鉴,0e3cf908-d2da-4cea-8b4d-cb32249c15e1,
59,"印丽萍等, 1997",杂草种子图鉴,6f6a5378-f05e-49d2-bd52-c36787e7ee92,
15392779,于胜祥，陈瑞辉，李振宇,中国口岸外来入侵植物彩色图鉴,bde0df0b-e3ee-47a5-a333-580053729fbe,
153568,"陈乃中, 2009",中国进境植物检疫性有害生物(昆虫卷),dfd6ed36-d6a8-4b07-a595-dac6f5ccf53d,
7000,"CAB, 2006",CPC2006,dfd6ed36-d6a8-4b07-a595-dac6f5ccf53d,
7000,"CAB, 2006",CPC2006,dfd6ed36-d6a8-4b07-a595-dac6f5ccf53d,
7000,"CAB, 2006",CPC2006,dfd6ed36-d6a8-4b07-a595-dac6f5ccf53d,
7000,"CAB, 2006",CPC2006,dfd6ed36-d6a8-4b07-a595-dac6f5ccf53d,
