guid,scientific_name,scientific_name_with_authors,authorship,chinese_name,english_name,abbreviation,classification,parent_genus,taxonomic_level,sources,confirmation_status,reviewer,review_time,original_risk_code,is_species,author,created_time,editor,modified_time,temp_created_time
4a1ab4d9-d915-46d5-8468-778da0ec4ab4,Criconema zernovi,Criconema zernovi (Kirjznova) Chitwood,(Kirjznova) Chitwood,泽尔诺夫环线虫,,,线虫,Criconema Hafmanner,种,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
283cf5e6-4b72-4a3f-ba28-7a3185458b97,Ariolimax,Ariolimax spp.,spp.,,,,软体动物,Arionidae,属,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
565295ab-4797-41cb-b5d0-7471529d961b,Torenia violacea,Torenia violacea (Azaola) Pennell,(Azaola) Pennell,紫色翼萼,,,杂草,Torenia,种,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
db03e56a-0064-45c3-9c9e-74875d7b449a,Potamogeton,Potamogeton L.,L.,眼子菜属,pondweed,,杂草,Potamogetonaceae,属,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
8f587560-143d-4190-bd5b-74a4d5dc239c,Nymphaeales,Nymphaeales,,睡莲目,,,杂草,Magnoliopsida,目,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
e48f65e9-85a0-4d58-af0f-74d666634e34,Ephesia streckeri,Ephesia streckeri Staudinger,Staudinger,柞光裳夜蛾,,,昆虫,Ephesia,种,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
8a9ca7fc-191b-4698-9b5c-74dd8c82b54a,Trachylophus,"Trachylophus Gahan, 1888","Gahan, 1888",粗脊天牛属,,,昆虫,Cerambycidae,属,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
a7007c12-3644-425a-955b-74e96047c4e4,Dolichodorus,Dolichodorus Cobb,Cobb,锥线虫属,,,线虫,Dolichodoridae,属,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
cfce96cf-1413-449e-ad68-74c2d013cc7a,Helicotylenchus goodi,"Helicotylenchus goodi Tikyani, Khera et Bhatnagar","Tikyani, Khera et Bhatnagar",古德螺旋线虫,,,线虫,Helicotylenchus,种,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
5ee055e0-612e-493a-b443-776065ed9fb4,Axonchium serpens,Axonchium serpens Thorne,Thorne,蛇轴线虫,,,线虫,Axonchium,种,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
f4903a9a-878b-42bb-8298-7eaf3b214e63,Helicotylenchus digitatus,Helicotylenchus digitatus Siddiqi et Husain,Siddiqi et Husain,足趾螺旋线虫,,,线虫,Helicotylenchus,种,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
c334c6fc-18d2-4671-aab0-739c1eb7dd29,Aphrastasia pectinatae,Aphrastasia pectinatae (Cholodkovsky),(Cholodkovsky),冷杉球蚜,,,昆虫,Aphrastasia,种,,已确认,admin,1900-01-01,,True,LiangYibing,2001-01-01,,2001-01-01 00:00:00.000,2022-10-04 20:32:07.130
